qseqid,sample,pair_status,abundance,f_targets,r_targets
M03520:605:000000000-LVNKY:1:2104:21832:7005,as15-1,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z
M03520:605:000000000-LVNKY:1:1110:14996:16831,as30-3,chimera,1,RH.F4E2313A8B92492Z0Z,RH.78B83B8D6A224B1Z0Z
M03520:605:000000000-LVNKY:1:2101:15567:4731,as20-2,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z
M03520:605:000000000-LVNKY:1:1108:9886:19775,as15-1,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z
M03520:605:000000000-LVNKY:1:1104:24626:17866,as25-1,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z
M03520:605:000000000-LVNKY:1:2111:6064:17948,as30-3,chimera,1,RH.609947B6947F457Z0Z,RH.A12CDF2B5C80436Z0Z
M03520:605:000000000-LVNKY:1:2105:20422:23647,as7-2,chimera,1,RH.3C4181E04665462Z0Z,RH.B9EF730EBE6C436Z0Z
M03520:605:000000000-LVNKY:1:1101:19085:12115,as7-2,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z
M03520:605:000000000-LVNKY:1:1112:22166:10512,as10-3,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z
M03520:605:000000000-LVNKY:1:1106:2259:12316,as7-1,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z
M03520:605:000000000-LVNKY:1:1104:24606:20194,as15-1,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z
M03520:605:000000000-LVNKY:1:1111:25371:10114,as20-2,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z
M03520:605:000000000-LVNKY:1:1105:9931:3694,sd7-3,chimera,1,RH.2467895ACA8347EZ0Z,RH.6403441BB3B54F9Z0Z
M03520:605:000000000-LVNKY:1:1104:16984:24718,sd3-1,chimera,1,RH.228524764FCE499Z0Z,RH.116C818B1AAE419Z0Z
M03520:605:000000000-LVNKY:1:1105:14254:11514,as30-3,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z
M03520:605:000000000-LVNKY:1:2113:10897:21292,as25-2,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z
M03520:605:000000000-LVNKY:1:2113:21430:11122,as3-2,chimera,1,RH.609947B6947F457Z0Z,RH.A12CDF2B5C80436Z0Z
M03520:605:000000000-LVNKY:1:2109:13244:13547,sd30-2,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z
M03520:605:000000000-LVNKY:1:2114:14717:17774,as25-2,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z
M03520:605:000000000-LVNKY:1:2110:22030:14600,as3-1,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z
M03520:605:000000000-LVNKY:1:1114:8121:15940,as7-2,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z
M03520:605:000000000-LVNKY:1:2112:20940:14095,sd30-1,chimera,1,RH.609947B6947F457Z0Z,RH.A12CDF2B5C80436Z0Z
M03520:605:000000000-LVNKY:1:2102:11679:26350,as25-3,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z
M03520:605:000000000-LVNKY:1:2114:9228:14404,as20-2,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z
M03520:605:000000000-LVNKY:1:2110:23470:5972,as7-3,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.85A5303CAAF54ADZ0Z; RH.64613722763148BZ0Z
M03520:605:000000000-LVNKY:1:1111:26790:8619,as3-2,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z
M03520:605:000000000-LVNKY:1:2105:14824:14523,as15-1,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z
M03520:605:000000000-LVNKY:1:2105:21023:19839,as10-1,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z
M03520:605:000000000-LVNKY:1:1106:27591:11444,as15-3,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z
M03520:605:000000000-LVNKY:1:2107:20795:11651,as3-2,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z
M03520:605:000000000-LVNKY:1:2113:22218:22305,as15-1,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z
M03520:605:000000000-LVNKY:1:2102:15584:12208,as3-3,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z
M03520:605:000000000-LVNKY:1:1113:15335:15360,sd30-1,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z
M03520:605:000000000-LVNKY:1:2103:9652:9247,as15-1,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z
M03520:605:000000000-LVNKY:1:2107:25646:9426,as7-2,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z
M03520:605:000000000-LVNKY:1:2112:13359:12094,as7-3,chimera,1,RH.E50C44E6F0174B8Z0Z,RH.B9EF730EBE6C436Z0Z
M03520:605:000000000-LVNKY:1:1113:11011:6941,as10-1,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z
M03520:605:000000000-LVNKY:1:2110:17369:16907,as20-2,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z
M03520:605:000000000-LVNKY:1:1112:22768:12263,as3-2,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z
M03520:605:000000000-LVNKY:1:1108:26380:13031,as20-2,chimera,1,RH.07A081D839E34E7Z0Z,RH.44DCEC943BED412Z0Z
M03520:605:000000000-LVNKY:1:2110:27628:14652,as15-1,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z
M03520:605:000000000-LVNKY:1:2107:11925:13504,sd7-1,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z
M03520:605:000000000-LVNKY:1:1110:26618:23734,sd3-1,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z
M03520:605:000000000-LVNKY:1:1109:12470:12384,as3-3,chimera,1,RH.17B3832C9C1D403Z0Z,RH.B3BF5B8B809244BZ0Z
M03520:605:000000000-LVNKY:1:2104:11536:16364,as7-3,chimera,1,RH.F4E2313A8B92492Z0Z,RH.78B83B8D6A224B1Z0Z
M03520:605:000000000-LVNKY:1:1101:19243:8951,as10-3,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z
M03520:605:000000000-LVNKY:1:2104:17945:23355,as7-1,chimera,1,RH.DFDFC4BAE42E446Z0Z,RH.A12CDF2B5C80436Z0Z
M03520:605:000000000-LVNKY:1:1114:21279:5288,as3-3,chimera,1,RH.FDEF34A308684D6Z0Z,RH.C597F0BA65D4481Z0Z
M03520:605:000000000-LVNKY:1:1103:15442:8091,as20-3,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z
M03520:605:000000000-LVNKY:1:1102:25861:13276,as7-3,chimera,1,RH.F4E2313A8B92492Z0Z,RH.78B83B8D6A224B1Z0Z
M03520:605:000000000-LVNKY:1:2112:18703:3549,as7-2,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z
M03520:605:000000000-LVNKY:1:2104:10056:17691,as7-3,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z
M03520:605:000000000-LVNKY:1:1107:13135:6383,as25-2,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z
M03520:605:000000000-LVNKY:1:1111:17434:6715,sd10-2,chimera,1,RH.17B3832C9C1D403Z0Z,RH.B3BF5B8B809244BZ0Z; RH.27578A9A85FA4A3Z0Z
M03520:605:000000000-LVNKY:1:2112:9061:16390,as3-2,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z
M03520:605:000000000-LVNKY:1:2108:22748:14220,as7-1,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z
M03520:605:000000000-LVNKY:1:2114:22894:10780,as7-2,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z
M03520:605:000000000-LVNKY:1:1106:17202:18355,as30-2,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z
M03520:605:000000000-LVNKY:1:1105:6026:19138,as7-2,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z
M03520:605:000000000-LVNKY:1:2104:9766:8017,sd30-2,chimera,1,RH.609947B6947F457Z0Z,RH.A12CDF2B5C80436Z0Z
M03520:605:000000000-LVNKY:1:2111:3799:17128,as25-3,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z
M03520:605:000000000-LVNKY:1:1109:21749:6956,as3-3,chimera,1,RH.609947B6947F457Z0Z,RH.A12CDF2B5C80436Z0Z
M03520:605:000000000-LVNKY:1:2105:20761:10836,sd3-2,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z
M03520:605:000000000-LVNKY:1:2112:7327:19360,as15-2,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z
M03520:605:000000000-LVNKY:1:2101:9313:19006,sd3-1,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z
M03520:605:000000000-LVNKY:1:1112:3697:19024,as10-2,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z
M03520:605:000000000-LVNKY:1:2111:3758:9308,as7-2,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z
M03520:605:000000000-LVNKY:1:1102:12716:24787,as7-1,chimera,1,RH.094E5466924B45EZ0Z,RH.A12CDF2B5C80436Z0Z
M03520:605:000000000-LVNKY:1:2112:19301:22133,as25-3,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z
M03520:605:000000000-LVNKY:1:1111:27173:16106,as20-2,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z
M03520:605:000000000-LVNKY:1:2108:24911:20038,sd7-1,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z
M03520:605:000000000-LVNKY:1:1104:19797:5616,as15-3,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z
M03520:605:000000000-LVNKY:1:2104:17944:5156,as25-3,chimera,1,RH.AB03371A973C4B1Z0Z,RH.DDB83AFF97C94C6Z0Z
M03520:605:000000000-LVNKY:1:2102:11970:23643,as10-1,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z
M03520:605:000000000-LVNKY:1:1110:6112:19827,as25-2,chimera,1,RH.17B3832C9C1D403Z0Z,RH.B3BF5B8B809244BZ0Z
M03520:605:000000000-LVNKY:1:1113:26183:19261,as30-3,chimera,1,RH.609947B6947F457Z0Z,RH.A12CDF2B5C80436Z0Z
M03520:605:000000000-LVNKY:1:1114:20811:24588,as15-3,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z
M03520:605:000000000-LVNKY:1:2109:17656:19023,as15-3,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z
M03520:605:000000000-LVNKY:1:2114:4691:11983,as7-2,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z
M03520:605:000000000-LVNKY:1:1111:3818:8457,as10-1,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z
M03520:605:000000000-LVNKY:1:2101:2388:18658,as25-1,chimera,1,RH.F4E2313A8B92492Z0Z,RH.78B83B8D6A224B1Z0Z
M03520:605:000000000-LVNKY:1:1105:24779:18529,as3-2,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z
M03520:605:000000000-LVNKY:1:1107:2285:14386,as15-2,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z
M03520:605:000000000-LVNKY:1:1102:20083:9794,as30-3,chimera,1,RH.17B3832C9C1D403Z0Z,RH.B3BF5B8B809244BZ0Z
M03520:605:000000000-LVNKY:1:1111:21480:18739,as25-1,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z
M03520:605:000000000-LVNKY:1:2114:5125:14989,as20-1,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z
M03520:605:000000000-LVNKY:1:1107:21292:17122,as20-3,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z
M03520:605:000000000-LVNKY:1:2111:19044:22550,as15-2,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z
M03520:605:000000000-LVNKY:1:1105:4170:17712,as25-3,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z
M03520:605:000000000-LVNKY:1:1106:20408:24165,as15-1,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z
M03520:605:000000000-LVNKY:1:1107:16617:4331,as10-3,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z
M03520:605:000000000-LVNKY:1:1101:25010:23879,as3-1,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z
M03520:605:000000000-LVNKY:1:2104:13785:4643,as15-3,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z
M03520:605:000000000-LVNKY:1:1102:20815:14016,as10-2,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z
M03520:605:000000000-LVNKY:1:2106:14934:24756,as25-2,chimera,1,RH.AD51C83F68EC43DZ0Z,RH.472FFF3FDAC74C3Z0Z
M03520:605:000000000-LVNKY:1:2102:20356:16468,as15-1,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z
M03520:605:000000000-LVNKY:1:1102:9856:6788,as7-3,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z
M03520:605:000000000-LVNKY:1:2110:15211:14610,as3-1,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z
M03520:605:000000000-LVNKY:1:2106:19640:6668,as7-3,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z
M03520:605:000000000-LVNKY:1:2114:21736:14322,as30-3,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z
M03520:605:000000000-LVNKY:1:1101:6992:22058,as7-2,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z
M03520:605:000000000-LVNKY:1:2113:22996:11326,as10-3,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z
M03520:605:000000000-LVNKY:1:2110:5286:21306,sd3-1,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z
M03520:605:000000000-LVNKY:1:1102:4529:13769,sd10-3,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z
M03520:605:000000000-LVNKY:1:2106:9535:22382,sd7-3,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z
M03520:605:000000000-LVNKY:1:2102:17382:14724,as10-3,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z
M03520:605:000000000-LVNKY:1:2102:19744:13393,as10-1,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z
M03520:605:000000000-LVNKY:1:2102:20058:6159,as3-1,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z
M03520:605:000000000-LVNKY:1:1114:15295:21560,as3-3,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z
M03520:605:000000000-LVNKY:1:1111:19666:15875,as15-3,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z
M03520:605:000000000-LVNKY:1:1106:14542:5169,sd30-1,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z
M03520:605:000000000-LVNKY:1:1111:19072:25393,as25-3,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z
M03520:605:000000000-LVNKY:1:1109:13845:8131,as25-3,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z
M03520:605:000000000-LVNKY:1:1101:22592:5346,sd3-1,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z
M03520:605:000000000-LVNKY:1:2103:6554:14176,as15-2,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z
M03520:605:000000000-LVNKY:1:2111:4099:20348,as3-3,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z
M03520:605:000000000-LVNKY:1:1112:4508:19523,as10-3,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z
M03520:605:000000000-LVNKY:1:1114:6966:25723,as20-2,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z
M03520:605:000000000-LVNKY:1:1112:3411:15746,as3-3,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z
M03520:605:000000000-LVNKY:1:1111:14295:4957,as30-2,chimera,1,RH.17B3832C9C1D403Z0Z,RH.B3BF5B8B809244BZ0Z
M03520:605:000000000-LVNKY:1:1103:23201:19656,as30-3,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z
M03520:605:000000000-LVNKY:1:1101:8840:8240,as20-2,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z
M03520:605:000000000-LVNKY:1:1114:27267:16066,as7-2,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z
M03520:605:000000000-LVNKY:1:2112:18504:5674,as3-3,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z
M03520:605:000000000-LVNKY:1:1102:18246:16368,sd20-2,chimera,1,RH.3B2B2BB86AB94D3Z0Z,RH.64613722763148BZ0Z
M03520:605:000000000-LVNKY:1:2112:20791:9273,as20-1,chimera,1,RH.44333617E8F04C0Z0Z,RH.C597F0BA65D4481Z0Z
