M03520:605:000000000-LVNKY:1:2108:17060:21665;size=1	A00405_539_HLLNCDSX3_4_2170_22381_8938_1_289_-_5eaf02e2ec49222f3f23b439151ed5af	93.506	77	5	2.54e-28	115	151
M03520:605:000000000-LVNKY:1:1109:14835:25988;size=1	A00405_539_HLLNCDSX3_4_1133_19199_19492_1_294_-_f696211bbf33e2824c01aee2ec50bcfe	98.305	118	2	4.08e-56	207	151
M03520:605:000000000-LVNKY:1:1109:14835:25988;size=1	A00405_539_HLLNCDSX3_4_1165_26124_18364_1_289_-_92dcb437b5cfeea75f7a8f87a187a684	88.889	117	9	4.19e-36	141	151
M03520:605:000000000-LVNKY:1:1106:21393:27993;size=1	A00405_539_HLLNCDSX3_4_1418_8196_3505_1_290_-_1bf831b7d5cca66c11b01477482cf05f	98.649	148	2	8.58e-73	263	151
M03520:605:000000000-LVNKY:1:1104:10234:15152;size=1	A00405_539_HLLNCDSX3_4_2214_27434_30780_1_238_-_02586f3f6cd19c432ac8d02dc5b6f139	93.966	116	7	1.15e-46	176	151
M03520:605:000000000-LVNKY:1:1104:10234:15152;size=1	A00405_539_HLLNCDSX3_4_2170_22381_8938_1_289_-_5eaf02e2ec49222f3f23b439151ed5af	93.506	77	5	2.54e-28	115	151
M03520:605:000000000-LVNKY:1:1110:9341:19419;size=1	A00405_539_HLLNCDSX3_4_1149_18701_36605_1_292_-_4a407c9c3375a6ad5003bdd88d91a484	99.130	115	1	4.08e-56	207	151
M03520:605:000000000-LVNKY:1:1107:18314:4211;size=3	A00405_539_HLLNCDSX3_4_2602_21052_24111_1_292_-_bd1b328e4ee7029fea4cbb06536b8f36	95.833	120	5	3.17e-52	195	151
M03520:605:000000000-LVNKY:1:1107:18314:4211;size=3	A00405_539_HLLNCDSX3_4_2307_13196_28291_1_273_+_08c022a9cdf0c7266ffcd5bb231ae69a	95.726	117	5	1.48e-50	189	151
M03520:605:000000000-LVNKY:1:2110:15015:15832;size=1	A00405_539_HLLNCDSX3_4_1375_12608_23015_1_286_+_4c40774dc4fd3de664d8acc8a812a323	98.305	118	2	4.08e-56	207	151
M03520:605:000000000-LVNKY:1:2106:17553:12655;size=2	A00405_539_HLLNCDSX3_4_1256_26341_12446_1_294_+_88ec1e8930915f6fd0f1d06309f6b07b	96.026	151	6	8.64e-68	246	151
M03520:605:000000000-LVNKY:1:1107:21729:23143;size=1	A00405_539_HLLNCDSX3_4_2633_32687_2550_1_213_-_733d30d25972308310143a09ef0da099	99.065	107	1	1.14e-51	193	151
M03520:605:000000000-LVNKY:1:1107:7130:25308;size=1	A00405_539_HLLNCDSX3_4_2354_31494_20306_1_293_+_9fc4ba7df13b38a1122bbfdc70b1bfa7	98.658	149	2	2.39e-73	265	151
M03520:605:000000000-LVNKY:1:2105:25963:19852;size=1	A00405_539_HLLNCDSX3_4_1406_19262_13119_1_287_+_7e2b216f62b2af90b0db370fe85efc1c	96.000	125	5	5.27e-55	204	151
